Ticker,Benefit Category,Benefit Description,desc_lower,cat_lower,Screen,IconName
EA,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
EA,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
EA,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
EA,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
EA,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
EA,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
EA,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
EA,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
EA,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
EA,"Insurance, Health, & Wellness",Gym / Wellness Reimbursement $500,gym / wellness reimbursement $500,"insurance, health, & wellness",office,gym3
EA,"Insurance, Health, & Wellness",Pet Insurance,pet insurance,"insurance, health, & wellness",insurance,PET INSURANCE
EA,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym3
EA,Home,Fertility Assistance,fertility assistance,home,office,child3
EA,Home,Business Travel Insurance,business travel insurance,home,insurance,business travel
EA,Home,Military Leave,military leave,home,other,
EA,Home,Adoption Assistance,adoption assistance,home,office,child3
EA,Home,Remote Work,remote work,home,other,
EA,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
EA,Financial & Retirement,Roth 401k,roth 401k,financial & retirement,office,roth3
EA,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
EA,Financial & Retirement,"401k $3,600","401k $3,600",financial & retirement,office,roth3
EA,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
EA,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
EA,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
EA,Transportation,Company Shuttle,company shuttle,transportation,transportation,shuttle
EA,Other,Game console reimbursement,game console reimbursement,other,other,
AXON,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
AXON,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
AXON,"Insurance, Health, & Wellness",Gym Discount,gym discount,"insurance, health, & wellness",office,gym2
AXON,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
AXON,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
AXON,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child2
AXON,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
AXON,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
AXON,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
AXON,"Insurance, Health, & Wellness",Health Savings Account (HSA) $720,health savings account (hsa) $720,"insurance, health, & wellness",other,
AXON,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
AXON,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
AXON,"Insurance, Health, & Wellness",Gym On-Site $300,gym on-site $300,"insurance, health, & wellness",office,gym2
AXON,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
AXON,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
AXON,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child2
AXON,Home,Relocation Bonus,relocation bonus,home,other,
AXON,Financial & Retirement,"401k $3,600","401k $3,600",financial & retirement,office,roth3
AXON,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
AXON,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
AXON,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
AXON,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
AXON,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
AXON,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
AXON,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
AXON,Other,Volunteer Time Off,volunteer time off,other,other,
AXON,Other,Company Sponsored Family Events,company sponsored family events,other,other,
AXON,Other,Company Outings,company outings,other,other,
CRWD,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
CRWD,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
CRWD,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
CRWD,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
CRWD,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
CRWD,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
CRWD,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
CRWD,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
CRWD,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
CRWD,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
CRWD,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
CRWD,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
CRWD,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
CRWD,"Insurance, Health, & Wellness",Sick Time,sick time,"insurance, health, & wellness",other,
CRWD,Home,Immigration Assistance,immigration assistance,home,other,
CRWD,Home,Adoption Assistance,adoption assistance,home,office,child3
CRWD,Home,Relocation Bonus,relocation bonus,home,other,
CRWD,Home,Fertility Assistance,fertility assistance,home,office,child3
CRWD,Home,Phone Bill Reimbursement,phone bill reimbursement,home,office,phone1
CRWD,Home,Remote Work,remote work,home,other,
CRWD,Financial & Retirement,401k,401k,financial & retirement,office,roth3
CRWD,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
CRWD,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
CRWD,Perks & Discounts,Employee Credit,employee credit,perks & discounts,other,
CRWD,Perks & Discounts,Employee Discount,employee discount,perks & discounts,other,
CRWD,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
CRWD,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
CRWD,Transportation,Transport allowance,transport allowance,transportation,transportation,transport
CRWD,Other,Donation Match,donation match,other,other,
CRWD,Other,Volunteer Time Off,volunteer time off,other,other,
PEP,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
PEP,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
PEP,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
PEP,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
PEP,"Insurance, Health, & Wellness",Employee Assistance Program,employee assistance program,"insurance, health, & wellness",other,
PEP,"Insurance, Health, & Wellness",PTO (Vacation / Personal Days),pto (vacation / personal days),"insurance, health, & wellness",other,
PEP,"Insurance, Health, & Wellness",Paternity Leave,paternity leave,"insurance, health, & wellness",office,child3
PEP,"Insurance, Health, & Wellness",Maternity Leave,maternity leave,"insurance, health, & wellness",office,child3
PEP,"Insurance, Health, & Wellness",Accidental death and dismemberment (AD&D) Insurance,accidental death and dismemberment (ad&d) insurance,"insurance, health, & wellness",insurance,AD&D
PEP,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
PEP,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
PEP,Home,Adoption Assistance,adoption assistance,home,office,child3
PEP,Home,Military Leave,military leave,home,other,
PEP,Financial & Retirement,401k,401k,financial & retirement,office,roth3
PEP,Financial & Retirement,Flexible Spending Account (FSA),flexible spending account (fsa),financial & retirement,office,roth3
PEP,Financial & Retirement,Employee Stock Purchase Program (ESPP),employee stock purchase program (espp),financial & retirement,office,roth3
PEP,Perks & Discounts,Tuition Reimbursement,tuition reimbursement,perks & discounts,office,tuition
PEP,Perks & Discounts,Learning and Development,learning and development,perks & discounts,office,tuition
PEP,Transportation,Regional transit system,regional transit system,transportation,transportation,transit
PEP,Other,Donation Match,donation match,other,other,
ABNB,Unique To Airbnb,Travel Stipend,travel stipend,unique to airbnb,unique,
ABNB,"Insurance, Health, & Wellness",Free Breakfast,free breakfast,"insurance, health, & wellness",food,breakfast
ABNB,"Insurance, Health, & Wellness","Free Dinner $2,080","free dinner $2,080","insurance, health, & wellness",food,dinner
ABNB,"Insurance, Health, & Wellness","Free Lunch $2,600","free lunch $2,600","insurance, health, & wellness",food,lunch
ABNB,"Insurance, Health, & Wellness",Health Savings Account (HSA),health savings account (hsa),"insurance, health, & wellness",other,
ABNB,"Insurance, Health, & Wellness",On-Site Fitness Classes,on-site fitness classes,"insurance, health, & wellness",office,gym2
ABNB,"Insurance, Health, & Wellness",Dental Insurance,dental insurance,"insurance, health, & wellness",insurance,dental
ABNB,"Insurance, Health, & Wellness","Free Breakfast $2,600","free breakfast $2,600","insurance, health, & wellness",food,breakfast
ABNB,"Insurance, Health, & Wellness",Free Drinks $365,free drinks $365,"insurance, health, & wellness",food,drink
ABNB,"Insurance, Health, & Wellness",Free Snacks $730,free snacks $730,"insurance, health, & wellness",food,snack
ABNB,"Insurance, Health, & Wellness",Health Insurance,health insurance,"insurance, health, & wellness",insurance,health
ABNB,"Insurance, Health, & Wellness",Life Insurance,life insurance,"insurance, health, & wellness",insurance,life
ABNB,"Insurance, Health, & Wellness",Gender Neutral Bathrooms,gender neutral bathrooms,"insurance, health, & wellness",other,
ABNB,"Insurance, Health, & Wellness",Vision Insurance,vision insurance,"insurance, health, & wellness",insurance,vision
ABNB,"Insurance, Health, & Wellness",Disability Insurance,disability insurance,"insurance, health, & wellness",insurance,disability
